Word,Occurrences,Total Time,Average Time,Max Time,Min Time,Time Variance
accomplished,15,10.69,0.7126666666666667,0.79,0.62,0.0027780952380952384
accomplishing,2,1.3900000000000001,0.6950000000000001,0.72,0.67,0.0012499999999999968
accomplishment,4,3.26,0.815,0.95,0.75,0.008566666666666662
accord,5,2.48,0.496,0.65,0.4,0.013529999999999999
accordance,12,6.630000000000001,0.5525,0.61,0.44,0.0022568181818181806
accorded,4,2.13,0.5325,0.7,0.4,0.016224999999999993
Accordez,1,0.39,0.39,0.39,0.39,0.0
according,48,20.530000000000005,0.42770833333333336,0.52,0.36,0.0014691046099290779
accordingly,7,4.81,0.6871428571428572,0.76,0.63,0.0025238095238095232
accosted,2,1.23,0.615,0.63,0.6,0.0004500000000000008
account,45,19.54,0.43422222222222223,0.63,0.33,0.005884040404040403
accountable,1,0.65,0.65,0.65,0.65,0.0
accountant,1,0.65,0.65,0.65,0.65,0.0
accounted,3,1.53,0.51,0.53,0.49,0.0004000000000000007
accounts,4,1.9699999999999998,0.4925,0.6,0.4,0.009558333333333334
accumulate,3,2.04,0.6799999999999999,0.7,0.65,0.0006999999999999979
accumulated,5,4.37,0.874,0.93,0.83,0.001730000000000003
accumulation,2,1.68,0.84,0.84,0.84,0.0
accuracy,2,1.45,0.725,0.75,0.7,0.0012500000000000022
accurate,14,7.58,0.5414285714285715,0.68,0.42,0.00602857142857143
accurately,6,4.4,0.7333333333333334,0.88,0.5,0.019146666666666666
accusation,3,2.37,0.79,1.0,0.6,0.0403
accuse,1,0.49,0.49,0.49,0.49,0.0
accused,11,6.83,0.620909090909091,0.82,0.5,0.014669090909090906
accustomed,2,1.25,0.625,0.7,0.55,0.011249999999999987
achieve,3,1.25,0.4166666666666667,0.43,0.4,0.00023333333333333282
achieved,7,3.7300000000000004,0.5328571428571429,0.6,0.49,0.0014238095238095238
achievements,2,1.3599999999999999,0.6799999999999999,0.7,0.66,0.000799999999999997
achieving,1,0.54,0.54,0.54,0.54,0.0
acid,12,5.7,0.475,0.62,0.22,0.011318181818181818
acids,1,0.44,0.44,0.44,0.44,0.0
acknowledge,1,0.6,0.6,0.6,0.6,0.0
acknowledged,8,5.68,0.71,0.84,0.54,0.008857142857142855
acquaintance,5,3.2800000000000002,0.656,0.76,0.6,0.004330000000000002
acquaintances,3,2.69,0.8966666666666667,1.02,0.78,0.014433333333333333
acquaintanceship,1,0.68,0.68,0.68,0.68,0.0
acquainted,3,1.71,0.57,0.59,0.53,0.0011999999999999977
acquire,2,1.1400000000000001,0.5700000000000001,0.66,0.48,0.01620000000000001
acquired,11,6.590000000000001,0.5990909090909091,0.76,0.52,0.007409090909090908
acquires,1,0.57,0.57,0.57,0.57,0.0
acquiring,1,0.64,0.64,0.64,0.64,0.0
acquittal,2,0.51,0.255,0.43,0.08,0.06125
acquitted,9,4.22,0.46888888888888886,0.62,0.29,0.01423611111111111
acres,6,3.3200000000000003,0.5533333333333333,0.73,0.42,0.011266666666666666
acrimony,1,0.61,0.61,0.61,0.61,0.0
across,28,12.509999999999998,0.4467857142857143,0.7,0.34,0.004941137566137565
act,57,21.219999999999995,0.372280701754386,0.56,0.22,0.006950062656641604
acted,14,5.86,0.4185714285714286,0.56,0.32,0.004505494505494507
acting,7,3.1599999999999997,0.45142857142857146,0.53,0.39,0.002114285714285715
action,47,22.210000000000004,0.4725531914893617,0.67,0.27,0.006849861239592969
actions,13,7.240000000000001,0.556923076923077,0.71,0.47,0.005773076923076923
active,22,10.100000000000001,0.4590909090909091,0.57,0.37,0.003456277056277057
actively,3,1.86,0.62,0.66,0.55,0.003699999999999999
activities,59,43.39999999999999,0.735593220338983,0.9,0.6,0.005907831677381649
activity,26,16.490000000000002,0.6342307692307693,0.81,0.43,0.0057053846153846165
actor,3,1.3,0.43333333333333335,0.45,0.42,0.00023333333333333374
actors,2,0.98,0.49,0.53,0.45,0.0032000000000000015
acts,28,12.09,0.4317857142857143,0.63,0.3,0.008630026455026455
actual,18,8.940000000000001,0.4966666666666667,0.6,0.4,0.002647058823529411
actually,53,29.920000000000005,0.5645283018867925,0.69,0.48,0.0027291001451378804
acutely,3,1.6300000000000001,0.5433333333333333,0.57,0.53,0.0005333333333333313
ad,3,0.74,0.24666666666666667,0.29,0.2,0.002033333333333332
adage,1,0.57,0.57,0.57,0.57,0.0
Adam,1,0.43,0.43,0.43,0.43,0.0
Adams,4,2.1,0.525,0.58,0.39,0.008166666666666664
adapt,1,0.58,0.58,0.58,0.58,0.0
adaptation,2,1.76,0.88,0.9,0.86,0.0008000000000000014
adaptations,3,2.56,0.8533333333333333,0.87,0.83,0.0004333333333333341
adapted,2,1.27,0.635,0.68,0.59,0.004050000000000008
adapting,1,0.53,0.53,0.53,0.53,0.0
adaptive,6,3.61,0.6016666666666667,0.67,0.54,0.002296666666666668
adaptively,1,0.71,0.71,0.71,0.71,0.0
adapts,1,0.51,0.51,0.51,0.51,0.0
add,10,2.8,0.28,0.38,0.21,0.003511111111111112
added,31,12.820000000000002,0.4135483870967742,0.58,0.27,0.00547032258064516
addicted,3,1.7199999999999998,0.5733333333333334,0.61,0.54,0.0012333333333333317
addiction,1,0.67,0.67,0.67,0.67,0.0
adding,5,1.91,0.382,0.42,0.32,0.0020199999999999997
Addison,2,1.2200000000000002,0.6100000000000001,0.66,0.56,0.0049999999999999975
addition,25,11.890000000000002,0.47559999999999997,0.63,0.34,0.007350666666666665
additional,27,14.600000000000001,0.5407407407407407,0.65,0.44,0.0026455840455840455
additions,3,1.7799999999999998,0.5933333333333334,0.63,0.56,0.0012333333333333317
address,30,16.34,0.5446666666666666,0.68,0.24,0.009584367816091954
addressed,9,4.500000000000001,0.5,0.66,0.41,0.006675000000000002
addresses,1,0.49,0.49,0.49,0.49,0.0
addressing,3,1.61,0.5366666666666666,0.62,0.46,0.006433333333333331
adds,1,0.31,0.31,0.31,0.31,0.0
adduced,4,1.7200000000000002,0.43,0.66,0.01,0.08246666666666667
Adelphi,1,0.84,0.84,0.84,0.84,0.0
adept,2,0.8200000000000001,0.41000000000000003,0.42,0.4,0.00019999999999999925
adepts,1,0.4,0.4,0.4,0.4,0.0
adequacy,3,1.85,0.6166666666666667,0.69,0.53,0.006533333333333327
adequate,14,6.62,0.47285714285714286,0.55,0.43,0.001237362637362638
adequately,4,2.97,0.7425,0.8,0.66,0.0038916666666666674
adhere,1,0.5,0.5,0.5,0.5,0.0
adhered,3,1.53,0.51,0.57,0.47,0.0027999999999999982
adherence,1,0.79,0.79,0.79,0.79,0.0
adheres,1,0.56,0.56,0.56,0.56,0.0
adhering,1,0.57,0.57,0.57,0.57,0.0
adhesive,2,0.91,0.455,0.46,0.45,5.000000000000009e-05
adjacent,7,3.6999999999999997,0.5285714285714286,0.57,0.48,0.001647619047619046
adjoining,9,4.87,0.5411111111111111,0.62,0.48,0.0017361111111111112
adjournment,1,0.54,0.54,0.54,0.54,0.0
adjudged,1,0.64,0.64,0.64,0.64,0.0
adjust,1,0.39,0.39,0.39,0.39,0.0
adjusted,7,4.26,0.6085714285714285,0.71,0.51,0.004280952380952381
adjusting,1,0.6,0.6,0.6,0.6,0.0
adjustment,4,2.44,0.61,0.66,0.56,0.001666666666666666
adjustments,1,0.78,0.78,0.78,0.78,0.0
Adlai,3,2.91,0.97,1.24,0.5,0.1669
administer,3,1.92,0.64,0.7,0.61,0.002699999999999998
administered,10,7.079999999999999,0.708,0.79,0.61,0.0034622222222222233
administering,3,2.25,0.75,0.76,0.73,0.0003000000000000005
administration,20,17.650000000000002,0.8825,1.05,0.65,0.011756578947368422
administrative,3,2.64,0.88,0.99,0.81,0.009299999999999996
administratively,1,0.08,0.08,0.08,0.08,0.0
administrators,1,0.94,0.94,0.94,0.94,0.0
admirable,1,0.61,0.61,0.61,0.61,0.0
admirably,2,1.29,0.645,0.68,0.61,0.0024500000000000043
Admiral,3,1.22,0.4066666666666667,0.42,0.4,0.00013333333333333282
Admiralty,2,1.38,0.69,0.7,0.68,0.00019999999999999814
admired,1,0.64,0.64,0.64,0.64,0.0
admiring,1,0.63,0.63,0.63,0.63,0.0
admission,21,10.77,0.5128571428571429,0.67,0.41,0.004351428571428572
admissions,3,1.88,0.6266666666666667,0.66,0.58,0.0017333333333333365
admit,8,3.44,0.43,0.6,0.36,0.007228571428571428
admits,2,0.99,0.495,0.59,0.4,0.01804999999999999
admittance,1,0.67,0.67,0.67,0.67,0.0
admitted,60,31.20000000000001,0.52,0.79,0.37,0.0053118644067796615
Admittedly,1,0.79,0.79,0.79,0.79,0.0
admitting,2,0.95,0.475,0.48,0.47,5.000000000000009e-05
admonition,2,1.37,0.685,0.69,0.68,4.999999999999898e-05
Adolph,2,0.94,0.47,0.5,0.44,0.0018
Adolphus,2,1.43,0.715,0.73,0.7,0.0004500000000000008
adopt,5,2.19,0.438,0.49,0.34,0.003969999999999998
adopted,23,12.850000000000003,0.558695652173913,0.71,0.31,0.007739130434782608
adoption,4,2.58,0.645,0.74,0.55,0.006833333333333331
adorned,1,0.57,0.57,0.57,0.57,0.0
adult,4,1.65,0.4125,0.46,0.35,0.002091666666666668
adults,1,0.67,0.67,0.67,0.67,0.0
advance,46,23.300000000000004,0.5065217391304347,0.66,0.39,0.0033165217391304355
advanced,15,9.839999999999998,0.656,0.84,0.52,0.008925714285714283
advancement,1,0.65,0.65,0.65,0.65,0.0
advances,2,1.3599999999999999,0.6799999999999999,0.71,0.65,0.0017999999999999965
advantage,12,7.66,0.6383333333333333,0.84,0.52,0.011233333333333331
advantages,7,5.9,0.8428571428571429,0.98,0.68,0.011290476190476186
advent,1,0.58,0.58,0.58,0.58,0.0
adventure,1,0.58,0.58,0.58,0.58,0.0
adventures,1,0.76,0.76,0.76,0.76,0.0
adventurous,1,0.73,0.73,0.73,0.73,0.0
adverse,2,1.16,0.58,0.59,0.57,0.00020000000000000036
adversely,1,0.68,0.68,0.68,0.68,0.0
adversity,2,1.55,0.775,0.9,0.65,0.03125
advert,1,0.47,0.47,0.47,0.47,0.0
advertised,3,2.4299999999999997,0.8099999999999999,1.0,0.69,0.027700000000000006
advertisement,2,1.67,0.835,0.85,0.82,0.0004500000000000008
advertisements,1,0.89,0.89,0.89,0.89,0.0
advertising,2,1.6800000000000002,0.8400000000000001,0.88,0.8,0.0031999999999999967
advice,17,8.92,0.5247058823529411,0.68,0.41,0.007476470588235295
advisable,1,0.74,0.74,0.74,0.74,0.0
advise,8,3.7500000000000004,0.46875,0.5,0.44,0.0006410714285714283
advised,28,15.810000000000002,0.5646428571428571,0.74,0.44,0.004751719576719577
adviser,1,0.76,0.76,0.76,0.76,0.0
advising,4,2.4899999999999998,0.6224999999999999,0.69,0.59,0.0020916666666666653
advocacy,1,0.76,0.76,0.76,0.76,0.0
Advocate,1,0.66,0.66,0.66,0.66,0.0
advocated,3,2.0300000000000002,0.6766666666666667,0.68,0.67,3.3333333333333396e-05
advocates,1,0.67,0.67,0.67,0.67,0.0
aerial,2,0.91,0.455,0.46,0.45,5.000000000000009e-05
Aerospace,1,0.71,0.71,0.71,0.71,0.0
affable,1,0.48,0.48,0.48,0.48,0.0
affair,17,8.17,0.48058823529411765,0.69,0.39,0.007818382352941175
affairs,16,9.040000000000001,0.565,0.72,0.44,0.006759999999999999
affect,1,0.41,0.41,0.41,0.41,0.0
affected,8,4.720000000000001,0.5900000000000001,0.8,0.52,0.008257142857142857
affecting,3,1.68,0.56,0.74,0.44,0.025199999999999997
affection,5,3.4000000000000004,0.6799999999999999,0.72,0.63,0.001749999999999998
affectionately,1,0.88,0.88,0.88,0.88,0.0
affectionless,1,0.18,0.18,0.18,0.18,0.0
affections,1,0.57,0.57,0.57,0.57,0.0
affidavit,8,5.36,0.67,0.76,0.49,0.0082
affidavits,1,0.71,0.71,0.71,0.71,0.0
affinities,2,1.37,0.685,0.7,0.67,0.0004499999999999975
affirm,1,0.54,0.54,0.54,0.54,0.0
affirmative,1,0.65,0.65,0.65,0.65,0.0
affirmed,1,0.59,0.59,0.59,0.59,0.0
affirms,2,1.18,0.59,0.61,0.57,0.0008000000000000014
affixed,2,1.04,0.52,0.6,0.44,0.012799999999999995
afflicted,1,0.55,0.55,0.55,0.55,0.0
afford,17,7.16,0.42117647058823526,0.59,0.33,0.003923529411764705
afforded,10,5.39,0.539,0.6,0.47,0.0019655555555555546
affording,2,0.94,0.47,0.48,0.46,0.00019999999999999925
affords,1,0.52,0.52,0.52,0.52,0.0
affray,1,0.32,0.32,0.32,0.32,0.0
aforesaid,1,0.65,0.65,0.65,0.65,0.0
afraid,3,1.26,0.42,0.45,0.38,0.0013000000000000002
After,379,134.57999999999996,0.35509234828496045,0.68,0.17,0.004222412084153509
afternoon,29,19.23,0.6631034482758621,0.85,0.44,0.011550738916256156
afternoons,2,1.65,0.825,0.84,0.81,0.0004499999999999975
afterward,4,2.65,0.6625,0.7,0.57,0.003891666666666668
afterwards,30,20.22,0.674,0.87,0.55,0.006873103448275864
afterwork,1,0.61,0.61,0.61,0.61,0.0
again,105,46.869999999999976,0.4463809523809524,0.67,0.19,0.009075238095238095
against,137,57.61999999999997,0.4205839416058394,0.57,0.27,0.0033011270931730357
Agar,14,6.65,0.475,0.66,0.28,0.012103846153846154
Agardh,1,0.52,0.52,0.52,0.52,0.0
age,41,16.119999999999997,0.3931707317073171,0.55,0.2,0.01138219512195122
aged,9,3.73,0.41444444444444445,0.59,0.26,0.011552777777777775
agencies,86,64.02,0.7444186046511628,0.93,0.47,0.007500246238030096
agency,32,19.57,0.6115625,0.81,0.44,0.008368447580645163
Agency's,1,0.69,0.69,0.69,0.69,0.0
agent,71,27.729999999999993,0.39056338028169013,0.53,0.22,0.0035482494969818917
agents,132,62.79,0.4756818181818182,0.68,0.27,0.004972814018043026
Ages,3,1.42,0.47333333333333333,0.54,0.4,0.004933333333333334
aggravated,4,2.8099999999999996,0.7025,0.76,0.68,0.0014916666666666659
aggravation,1,0.68,0.68,0.68,0.68,0.0
aggregate,1,0.57,0.57,0.57,0.57,0.0
aggregated,1,0.72,0.72,0.72,0.72,0.0
aggregations,2,1.76,0.88,0.95,0.81,0.009799999999999986
aggression,1,0.75,0.75,0.75,0.75,0.0
aggressions,1,0.75,0.75,0.75,0.75,0.0
aggressive,4,2.49,0.6225,0.72,0.53,0.008424999999999997
aggrieved,1,0.37,0.37,0.37,0.37,0.0
aghast,1,0.65,0.65,0.65,0.65,0.0
agitate,1,0.67,0.67,0.67,0.67,0.0
agitated,7,5.0,0.7142857142857143,0.84,0.51,0.012028571428571425
agitation,3,2.56,0.8533333333333333,0.87,0.83,0.0004333333333333341
ago,15,6.91,0.46066666666666667,0.6,0.33,0.010178095238095238
agonal,1,0.48,0.48,0.48,0.48,0.0
agonized,1,0.61,0.61,0.61,0.61,0.0
agony,3,1.22,0.4066666666666667,0.49,0.34,0.005833333333333331
agree,6,2.61,0.435,0.52,0.33,0.0049900000000000005
agreed,30,14.740000000000004,0.49133333333333334,0.7,0.33,0.008825747126436781
agreement,5,2.97,0.594,0.62,0.54,0.0011799999999999992
agreements,6,3.7500000000000004,0.625,0.7,0.54,0.004629999999999995
agrees,3,1.51,0.5033333333333334,0.54,0.44,0.0030333333333333354
agriculture,2,1.72,0.86,0.97,0.75,0.024199999999999996
Ah,1,0.35,0.35,0.35,0.35,0.0
ahead,7,2.11,0.30142857142857143,0.34,0.26,0.000980952380952381
aid,14,4.69,0.335,0.53,0.06,0.014857692307692308
aides,1,0.41,0.41,0.41,0.41,0.0
aiding,2,0.85,0.425,0.43,0.42,5.000000000000009e-05
aids,1,0.34,0.34,0.34,0.34,0.0
aim,4,1.25,0.3125,0.39,0.21,0.005758333333333335
aimed,3,1.0799999999999998,0.36,0.42,0.31,0.0030999999999999995
aiming,6,2.7499999999999996,0.4583333333333333,0.6,0.36,0.008256666666666666
aims,2,0.92,0.46,0.53,0.39,0.009800000000000001
air,28,7.360000000000002,0.26285714285714284,0.47,0.14,0.007295238095238094
aircraft,3,2.25,0.75,0.8,0.69,0.0031000000000000055
aired,1,0.54,0.54,0.54,0.54,0.0
Aires,2,0.84,0.42,0.6,0.24,0.0648
airfield,1,0.5,0.5,0.5,0.5,0.0
airing,3,1.1400000000000001,0.38,0.41,0.36,0.0006999999999999996
airplane,7,4.13,0.59,0.75,0.48,0.009366666666666667
airplanes,1,0.74,0.74,0.74,0.74,0.0
airport,10,5.26,0.526,0.65,0.38,0.009404444444444446
airs,1,0.59,0.59,0.59,0.59,0.0
airway,4,2.05,0.5125,0.61,0.41,0.006825000000000001
airy,1,0.32,0.32,0.32,0.32,0.0
aisle,3,0.93,0.31,0.35,0.28,0.0012999999999999984
aisles,2,1.0,0.5,0.58,0.42,0.012799999999999995
ajar,1,0.59,0.59,0.59,0.59,0.0
Akard,1,0.01,0.01,0.01,0.01,0.0
Akerman's,1,0.18,0.18,0.18,0.18,0.0
akin,3,1.3,0.43333333333333335,0.46,0.4,0.0009333333333333331
Akkad,1,0.1,0.1,0.1,0.1,0.0
alacrity,1,0.75,0.75,0.75,0.75,0.0
Alan,3,1.25,0.4166666666666667,0.47,0.38,0.0022333333333333315
alarm,2,1.17,0.585,0.6,0.57,0.0004500000000000008
alarmed,5,3.2300000000000004,0.646,0.72,0.58,0.0035800000000000025
alarmingly,1,0.84,0.84,0.84,0.84,0.0
Albans,1,0.15,0.15,0.15,0.15,0.0
Albert,4,1.7799999999999998,0.445,0.47,0.42,0.0005666666666666667
Albion,1,0.56,0.56,0.56,0.56,0.0
album,2,0.8200000000000001,0.41000000000000003,0.45,0.37,0.0032000000000000015
albumen,1,0.69,0.69,0.69,0.69,0.0
alcoholic,1,0.65,0.65,0.65,0.65,0.0
alderman,2,1.3399999999999999,0.6699999999999999,0.76,0.58,0.01620000000000001
aldermen,14,7.97,0.5692857142857143,0.8,0.34,0.013253296703296703
aldermen's,1,0.69,0.69,0.69,0.69,0.0
Alderson,1,0.72,0.72,0.72,0.72,0.0
Aldus,1,0.63,0.63,0.63,0.63,0.0
ale,2,0.81,0.405,0.45,0.36,0.004050000000000002
Alek,7,3.25,0.4642857142857143,0.52,0.35,0.00352857142857143
alert,13,5.56,0.4276923076923077,0.57,0.33,0.008352564102564103
alerted,3,1.46,0.4866666666666667,0.53,0.44,0.0020333333333333345
alertness,2,1.3599999999999999,0.6799999999999999,0.69,0.67,0.00019999999999999814
Alexander,3,2.12,0.7066666666666667,0.75,0.68,0.001433333333333333
Alexander's,1,0.74,0.74,0.74,0.74,0.0
Alfred,3,1.23,0.41,0.47,0.32,0.0062999999999999974
Algeria,1,0.77,0.77,0.77,0.77,0.0
alias,8,4.74,0.5925,0.7,0.53,0.004221428571428569
aliases,1,0.82,0.82,0.82,0.82,0.0
alibi,1,0.49,0.49,0.49,0.49,0.0
alienate,1,0.64,0.64,0.64,0.64,0.0
alienated,1,0.83,0.83,0.83,0.83,0.0
alight,1,0.37,0.37,0.37,0.37,0.0
alighted,3,1.48,0.49333333333333335,0.52,0.44,0.0021333333333333343
alighting,1,0.47,0.47,0.47,0.47,0.0
aligning,2,0.94,0.47,0.48,0.46,0.00019999999999999925
alignment,1,0.58,0.58,0.58,0.58,0.0
alike,4,2.12,0.53,0.6,0.49,0.002466666666666666
aliment,1,0.57,0.57,0.57,0.57,0.0
alimentary,8,5.6899999999999995,0.7112499999999999,0.75,0.66,0.0012982142857142851
alinement,1,0.63,0.63,0.63,0.63,0.0
alive,13,7.32,0.563076923076923,0.63,0.38,0.006389743589743589
all,539,141.25,0.26205936920222633,0.56,0.02,0.005001141450158975
allay,1,0.35,0.35,0.35,0.35,0.0
allegation,1,0.86,0.86,0.86,0.86,0.0
allegations,5,3.9899999999999998,0.7979999999999999,0.85,0.7,0.004370000000000001
alleged,8,4.609999999999999,0.57625,0.75,0.45,0.010426785714285715
allegedly,1,0.71,0.71,0.71,0.71,0.0
allegiance,2,1.23,0.615,0.68,0.55,0.008450000000000001
alleging,1,0.51,0.51,0.51,0.51,0.0
Allen,1,0.61,0.61,0.61,0.61,0.0
Alley,2,0.72,0.36,0.36,0.36,0.0
alleys,1,0.46,0.46,0.46,0.46,0.0
alliance,2,1.17,0.585,0.61,0.56,0.0012499999999999968
allied,5,2.8600000000000003,0.5720000000000001,0.68,0.5,0.008070000000000004
allies,1,0.57,0.57,0.57,0.57,0.0
Allington,2,1.28,0.64,0.65,0.63,0.00020000000000000036
Allnutt,1,0.46,0.46,0.46,0.46,0.0
allocated,1,0.7,0.7,0.7,0.7,0.0
allocations,1,0.88,0.88,0.88,0.88,0.0
Allotment,2,1.1099999999999999,0.5549999999999999,0.58,0.53,0.0012499999999999968
allotted,13,6.5200000000000005,0.5015384615384615,0.61,0.38,0.004597435897435898
allow,9,3.1599999999999997,0.3511111111111111,0.46,0.27,0.004711111111111111
allowance,26,13.97,0.5373076923076924,0.72,0.45,0.003676461538461538
allowances,3,2.39,0.7966666666666666,0.9,0.66,0.01523333333333333
allowed,35,14.69,0.4197142857142857,0.61,0.31,0.005879327731092437
allowing,6,2.95,0.4916666666666667,0.51,0.44,0.0007766666666666669
allows,1,0.47,0.47,0.47,0.47,0.0
alluded,2,1.1,0.55,0.66,0.44,0.024200000000000006
allusions,1,0.78,0.78,0.78,0.78,0.0
Almighty,1,0.43,0.43,0.43,0.43,0.0
almost,83,39.5,0.4759036144578313,0.77,0.35,0.0046683808404349115
alms,1,0.49,0.49,0.49,0.49,0.0
Aloman,1,0.76,0.76,0.76,0.76,0.0
alone,45,21.310000000000002,0.47355555555555556,0.7,0.27,0.009591616161616162
along,86,30.64,0.35627906976744184,0.52,0.26,0.002190697674418605
alongside,7,4.67,0.6671428571428571,0.73,0.6,0.0023238095238095236
aloud,6,3.16,0.5266666666666666,0.58,0.44,0.002706666666666665
already,82,39.59,0.4828048780487805,0.62,0.38,0.002647591087021981
also,273,115.83000000000004,0.42428571428571427,0.7,0.27,0.005312079831932773
alter,3,1.64,0.5466666666666666,0.74,0.42,0.028933333333333335
alteration,1,0.69,0.69,0.69,0.69,0.0
alterations,6,5.199999999999999,0.8666666666666667,1.01,0.77,0.009786666666666664
altercation,1,0.96,0.96,0.96,0.96,0.0
altered,3,1.53,0.51,0.56,0.44,0.003900000000000003
altering,3,1.88,0.6266666666666666,0.69,0.58,0.003233333333333332
alternate,2,1.12,0.56,0.57,0.55,0.00019999999999999814
alternated,2,1.42,0.71,0.71,0.71,0.0
alternately,1,0.88,0.88,0.88,0.88,0.0
alternative,11,8.170000000000002,0.7427272727272728,0.84,0.64,0.004621818181818182
alternatives,1,0.83,0.83,0.83,0.83,0.0
Altgens,4,2.21,0.5525,0.68,0.45,0.010091666666666669
although,99,34.85999999999999,0.3521212121212121,0.65,0.19,0.007890352504638218
altogether,19,12.56,0.6610526315789473,0.83,0.33,0.010632163742690057
Alton,1,0.61,0.61,0.61,0.61,0.0
always,71,34.11999999999999,0.48056338028169016,0.65,0.34,0.004808249496981892
Alwyn,1,0.54,0.54,0.54,0.54,0.0
am,56,9.750000000000004,0.17410714285714285,0.48,0.08,0.004675551948051948
Amadeus,1,0.79,0.79,0.79,0.79,0.0
amalgamation,1,0.89,0.89,0.89,0.89,0.0
amass,1,0.47,0.47,0.47,0.47,0.0
amassed,2,0.98,0.49,0.5,0.48,0.00020000000000000036
amateur,2,1.01,0.505,0.53,0.48,0.0012500000000000022
amateurs,1,0.71,0.71,0.71,0.71,0.0
amazed,1,0.57,0.57,0.57,0.57,0.0
ambassador,4,2.7399999999999998,0.6849999999999999,0.7,0.65,0.0005666666666666651
ambitious,1,0.54,0.54,0.54,0.54,0.0
ambivalence,1,0.8,0.8,0.8,0.8,0.0
ambivalent,1,0.65,0.65,0.65,0.65,0.0
ambulance,1,0.61,0.61,0.61,0.61,0.0
ambush,1,0.51,0.51,0.51,0.51,0.0
ameliorated,1,0.72,0.72,0.72,0.72,0.0
ameliorating,1,0.8,0.8,0.8,0.8,0.0
amelioration,3,2.66,0.8866666666666667,1.02,0.78,0.014933333333333333
amend,3,1.36,0.45333333333333337,0.55,0.37,0.008233333333333337
amended,3,1.73,0.5766666666666667,0.72,0.41,0.024433333333333335
amendment,29,18.29,0.6306896551724138,0.81,0.31,0.01069950738916256
amendments,2,1.2200000000000002,0.6100000000000001,0.67,0.55,0.0072
America,16,9.600000000000001,0.6,0.69,0.42,0.007293333333333334
American,52,29.21000000000001,0.5617307692307693,0.72,0.49,0.002465573152337857
Americanized,2,1.9900000000000002,0.9950000000000001,1.08,0.91,0.014450000000000006
Americans,7,5.07,0.7242857142857143,0.9,0.62,0.009861904761904761
Americas,1,0.66,0.66,0.66,0.66,0.0
amid,2,0.54,0.27,0.29,0.25,0.0007999999999999992
amidst,5,2.2,0.44,0.64,0.34,0.0146
ammonia,2,1.4,0.7,0.74,0.66,0.0031999999999999967
ammunition,8,5.7,0.7125,0.76,0.64,0.0014500000000000003
among,71,21.539999999999985,0.30338028169014086,0.41,0.21,0.0015769818913480883
amongst,12,5.570000000000001,0.46416666666666667,0.54,0.37,0.002317424242424243
Amos,2,0.9299999999999999,0.46499999999999997,0.48,0.45,0.0004499999999999991
amount,42,15.659999999999997,0.37285714285714283,0.59,0.22,0.005820905923344947
amounted,16,9.520000000000001,0.595,0.73,0.51,0.004093333333333333
amounting,9,5.06,0.5622222222222223,0.63,0.51,0.0012944444444444433
amounts,2,0.9,0.45,0.54,0.36,0.01620000000000001
amphibian,2,1.3599999999999999,0.6799999999999999,0.74,0.62,0.0072
amphibians,3,2.1,0.7,0.77,0.57,0.012700000000000008
amphioxus,1,0.03,0.03,0.03,0.03,0.0
ample,12,5.359999999999999,0.44666666666666666,0.52,0.35,0.003206060606060607
amplified,1,0.81,0.81,0.81,0.81,0.0
amputation,1,0.81,0.81,0.81,0.81,0.0
Amran,1,0.73,0.73,0.73,0.73,0.0
Amuhia,1,0.72,0.72,0.72,0.72,0.0
amused,1,0.4,0.4,0.4,0.4,0.0
amusement,2,1.42,0.71,0.78,0.64,0.009800000000000001
amusing,2,1.3599999999999999,0.6799999999999999,0.7,0.66,0.000799999999999997
Amylaceous,1,0.63,0.63,0.63,0.63,0.0
amyloid,1,0.56,0.56,0.56,0.56,0.0
an,685,91.30999999999996,0.1332992700729927,0.37,0.02,0.0014309117684722756
anabolic,1,0.7,0.7,0.7,0.7,0.0
anabolism,2,1.46,0.73,0.88,0.58,0.04500000000000001
analogies,1,0.82,0.82,0.82,0.82,0.0
analogous,3,2.08,0.6933333333333334,0.73,0.63,0.003033333333333332
analyses,1,0.83,0.83,0.83,0.83,0.0
analysis,9,7.0,0.7777777777777778,0.88,0.68,0.005169444444444444
analyzed,1,0.73,0.73,0.73,0.73,0.0
anarchist,2,1.42,0.71,0.83,0.59,0.0288
anatomy,4,2.4000000000000004,0.6,0.73,0.51,0.009199999999999996
ancestor,1,0.71,0.71,0.71,0.71,0.0
ancestors,4,2.96,0.74,0.81,0.66,0.0042000000000000015
ancestral,2,1.46,0.73,0.8,0.66,0.009800000000000001
ancestry,1,0.76,0.76,0.76,0.76,0.0
ancient,22,9.66,0.4390909090909091,0.62,0.33,0.004789610389610388
ancients,3,1.29,0.43,0.44,0.41,0.0003000000000000005
and,6383,1260.430000000056,0.1974667084443052,0.6,0.03,0.00516025331801072
Anderson,4,2.66,0.665,0.78,0.6,0.006833333333333337
Andrew,1,0.36,0.36,0.36,0.36,0.0
Andrews,3,1.3599999999999999,0.4533333333333333,0.51,0.42,0.0024333333333333347
anesthesiologists,1,1.22,1.22,1.22,1.22,0.0
anesthesiology,1,1.2,1.2,1.2,1.2,0.0
anew,1,0.51,0.51,0.51,0.51,0.0
Angeles,5,2.9400000000000004,0.5880000000000001,0.65,0.54,0.0027699999999999986
Angelini,2,1.38,0.69,0.79,0.59,0.020000000000000014
